# This catalog has been produced on behalf of Francesc Torradeflot (torradeflot@pic.es) with ID #3498.
# It took 0:01:01 (h:mm:ss) to complete and the SQL issued was:
# 
# SELECT `ra`, `dec` 
# FROM gaia_dr2 
# limit 5000
# 
# Please, remember to follow the citation guide if you use any of this data in your work.
# 
# Generated by CosmoHub (https://cosmohub.pic.es) on 2018-09-21 13:05:19.410000 UTC.
ra,dec
162.05185619020386,-62.61473685964242
175.31877619221663,-55.78971594903582
254.81136380957554,-75.27119488257895
175.30525198217362,-55.785537228568955
281.82387274414714,-10.430576595975372
252.64190337127067,-29.91462982214551
7.728223968258462,59.008880536043456
287.7915080819512,4.848230532112582
284.2832345804352,20.167159796479442
264.2378112276631,-7.4148934983434165
289.89866889104553,-36.34302468919863
265.1232275078981,-50.00130961951172
277.60138283820964,-15.327925723286485
276.2027861446346,-39.75133181980978
328.4334278839823,62.01830820458165
258.2761989976855,-23.246673679168634
300.4696079228102,46.66595755663448
244.51053355294505,-50.789832089912636
275.48948162084054,-30.26685222232676
280.06212932410557,4.250416404433172
293.0798544115491,-5.614320929152037
198.7558412115366,-73.41290644746422
119.04602346472988,-21.961626125950758
262.12978222253855,-25.534515959344997
292.72566430247963,7.8453428409269845
74.39527090863838,21.773082938215705
309.93938894178194,29.04378673873874
259.2159781097705,-46.87825637621041
131.86929746644392,-50.39528365830649
171.0891038756634,-45.294500958194206
287.09329789754355,15.163660070233522
232.53235800857254,-50.77713347051187
278.29776938248625,13.008544337186146
289.5599610774288,-35.96957829231986
101.12293099354399,5.742181836949353
181.92128978608662,-65.62109698562158
88.1051857071957,19.540159331922283
262.84344015087214,-27.538963830019767
344.14383839152407,46.26939689721751
280.06877700895046,4.246263593657932
259.32035120834814,-15.337512438429709
284.2874733853333,20.18004368944343
158.47951853852078,-64.12465166096304
102.86740596978845,0.6630597111816068
87.41028314941734,28.025645492626186
258.26957427316756,-40.14682471079073
221.2471110136042,-66.3629663642677
141.54294801903214,-44.50544434027683
246.66457526593032,-32.37447882516912
321.8986759001766,32.52637863828401
239.4682338293371,-43.72251354090361
116.58460189640459,-28.89888122075372
5.336904532763271,57.4790443609281
314.4526322519856,48.22394353998323
342.2191226676831,62.783664886531575
167.75338103020792,-68.97294393972223
326.54611061336016,51.33588492877429
232.52916446297647,-50.778404141916106
324.39148722320647,43.89539103409496
271.3153522779175,-53.48616541772829
74.40082902887767,21.767302984432966
297.29462021291255,27.688079127767953
270.91917498203253,-38.60520939924032
334.801724200421,57.48014711340025
317.76743297060153,49.78433944435922
303.61443279630987,31.117469950487823
156.67372149597824,-60.349299604831344
344.0465122933183,40.3235370502653
275.84410887638364,-6.521768167632615
87.76567790752536,19.859961225888636
286.1754460824731,-45.29576410724111
277.6046392079077,-15.330536577768605
251.37562192409484,-70.82136304672943
278.3097823133882,-33.07434209106393
116.59442244655432,-28.899413227856474
151.8174282583482,-66.72817640111124
318.04587774767214,47.83221116539078
265.289927074136,-14.412896878772134
270.21974900527715,-29.245435943459697
260.3761112830116,-32.01107378814566
156.65602385308944,-60.34636087922112
87.75636596570358,19.86144462756086
270.2248108012569,-29.242895705549703
252.63296777815864,-27.20791791783043
260.73110975982365,-39.757359755520724
215.39143961216578,-52.71811070827512
109.9056020546037,-25.202692770989138
259.33037759505333,-15.33703575119642
270.2132875458131,-29.235311633378814
285.34548041275735,23.0634598296132
265.2943474045034,-37.083349382032104
288.1555923236717,0.9635151859211987
38.15406171041626,57.47879526666413
156.6734765915982,-60.35793406361179
277.61267923445575,-15.336041065043563
124.32477434478926,-41.325012609646045
157.87625456954427,-44.517936581429936
263.5390863122485,-38.212995706104046
331.6563853090774,56.3374006970893
181.9161790068647,-65.62487759338035
321.34347316627446,51.33672489282928
267.05879974080887,-23.567244426363484
283.5767896676911,22.101449825976253
262.13340648587695,-16.58243134493129
264.12182176177714,-51.16599855018134
239.95448663823063,-42.91793607564843
306.42986497439443,16.70610799737501
220.19368277431948,-53.88104893651867
299.39680883036567,16.71642624571425
296.9438167628972,29.391657955466126
309.59855018702484,36.50613503242463
102.16890917435693,6.050542002911968
139.79889717887897,-45.694094888549294
321.3461979672508,51.338729244086274
112.3619442940621,-5.015644063647936
282.8739519044911,-4.113043589332763
324.1140645070877,50.176258818270924
92.18506862448996,-68.60173784518486
280.7669282675118,24.69059765110084
306.42974946804236,16.716503140805344
283.5759837622873,-16.885879341587138
263.5331404449407,-38.21734516735451
210.72052143188617,-58.07460794566175
11.636208304881839,69.50282399956235
257.22112079966405,-24.881682894705335
239.25788019317739,-57.69449078124598
316.2735041857661,41.5088757385763
298.33474897372525,-4.116705241787948
270.22281204156627,-29.231218416895654
113.4242188509014,-16.88396838711911
269.52125978298216,-27.20643181414312
123.2617792457328,-27.210323912229732
252.0468571862837,-49.23147829610846
98.64861531003967,11.482471187796952
285.337036297699,23.055157414028354
229.96256383082564,-61.104066726147465
328.41831448626294,62.025279881140676
141.07118238919304,-49.61887981459532
17.083574691903785,62.40080638497417
339.16245679023086,47.051170581156164
339.1550407678277,47.04213453870465
303.62005185569177,31.113028940171073
299.053817259506,35.762610180103636
275.4922774252678,-30.277551240768936
260.37652858483483,-32.0092844043374
263.5444695586039,-38.2146528595492
259.2223223374114,-46.883557328102256
271.30219684831496,-53.49253181872716
284.2762810808897,20.173561906673143
267.0628006546062,-23.5750468304618
15.425389306204881,70.24352665604924
270.92855290792477,-38.596710401962845
311.7402521033318,52.12155074305952
87.4148911384085,28.02542710840701
281.1164893539537,-24.8888691017065
262.13392446550586,-16.572709633916347
303.32902077557134,43.08869298253265
263.539736807131,-38.222309447327035
141.90193960311117,-38.97359356220668
303.9665467923051,20.174058018464628
158.13108757766938,-48.8373413720785
275.4951900164368,-30.262328720690785
252.04385943360714,-49.2262178329509
263.8909755775915,15.77310411631689
283.58329357051207,-16.883719378541443
309.5914921482877,36.510435190519615
316.277625230098,41.499428535668194
271.4038294090853,-56.55490790202247
271.9723195877975,36.13664001918696
303.9661874285421,20.181436942670505
278.6565941591783,29.386343967244557
342.225574031238,62.78386774018876
293.0762179934331,-5.613335765225403
295.52892381503267,6.647271869651658
338.41658422062727,58.24285370681815
139.8091695101708,-45.70019179720554
282.5207688321731,-15.953514902992058
270.2209452113119,-29.229518944963633
157.83586797896726,-64.86863432995739
344.04155891513153,40.31557728457126
120.10375328294506,-25.53987717125705
113.41798699781218,-16.887227787458674
287.0931578683369,-5.31890143039964
278.6583662261786,-30.6117431760453
339.15976374682015,47.05250830050688
162.072908185986,-62.61528304002879
292.3709043818538,-18.455994244543117
283.5732413355592,22.0950807008309
292.72316710492396,-11.345979887551445
292.7149285402171,33.58996160697277
292.7177209871766,33.58412259255198
320.49490363966856,31.111778917441267
292.3705565122584,-18.448443239775884
125.17874671196802,-46.481547113510906
252.04491935404891,-49.23461246075945
289.90991055259474,25.354604823943752
131.10113820214684,-49.62829859150233
252.63608605864368,-27.20580677396347
119.74959083509533,-33.425860516758995
263.5399245551493,-38.21791588718067
254.67855909629571,-64.49082479702686
283.57277768443225,17.023903528406247
257.21405014184097,-24.887591993325167
74.75036185920818,21.448923524382273
257.21609828611923,-24.88195111949665
278.3005309331593,-34.51096309559018
299.05472019922536,35.76474862086684
17.29791553989925,54.804664146948376
248.41585970991545,-25.87430315174887
283.58466121727224,17.024820618792624
278.3066291071732,-33.06527311736048
277.6060074382955,-15.331063015329898
255.45413742774738,-35.60547923460712
289.2116100415488,-1.1305051625344276
238.57666667298147,-40.14814179350707
272.32894847222724,-16.89227394944043
311.65883248425456,47.83098167476666
252.0473105199692,-49.23335463839814
250.0383775597715,-70.45587747741176
343.4868078701003,72.83556111753481
324.39444740282903,43.89045624654112
278.01088670360895,47.04452496379226
292.7198979981739,-34.875907627785864
254.64493384618768,-64.4877634533799
282.52871418008556,-15.951935808838362
278.6515118135083,-30.61760950413666
64.23050199129732,50.17232442360165
282.8834892806623,-4.117619781934064
280.06653463338034,4.241495355877067
270.2138725514803,-17.51335454769647
299.0424562929428,35.76919008561607
343.47789307700447,72.83853805530735
303.3228490895092,43.10169687974013
265.2977033254389,-14.419141985679452
278.3080131084726,13.00293979540205
289.209797064055,-1.1255521236484305
296.94494512162726,21.449599825723578
299.0463951496353,35.77162816249489
343.4975805127322,72.83797752252774
15.387715719283708,70.24887064738917
170.5879154464886,-58.8354099933216
260.37648959097413,-32.02213234288075
260.0915489102439,-49.99821279108492
286.03973211451523,13.630497152104972
158.1208396141506,-48.838023593726604
234.96800825415275,-44.914542769738745
265.3024423792691,3.647141922140107
281.1147790750415,-24.880064432026845
163.52925556834617,-53.87064607131281
273.73566921123046,-14.411020825739644
280.05734980111896,4.243595227889731
267.04902076998485,-23.574428938668053
136.3388569632977,-57.30691869965785
176.01660211646217,-49.624793370740356
283.58214695326836,22.09744304463663
141.9981676331028,-64.86025301109464
280.06118578848884,4.242197052293728
270.2186546004549,-29.237888469966975
262.83625729857954,-27.53734413265332
288.1453366110678,0.9607922087334799
129.66171801474977,-44.50669168082009
273.37998789404656,-33.7956048884488
0.9312970103666148,-29.924831224815566
293.0745096321043,-5.60678837317537
241.8325463288988,-54.64662580740083
92.18961266912208,-68.59922962232912
253.72057590640853,-65.99435460684931
267.05837130297994,-23.565966185358555
275.1466848897756,-5.910062481170857
102.87511678491913,0.6632821019696529
170.59785671447474,-58.83069737218097
237.68182218997617,-50.78538460772409
270.2194785632135,-29.230708951007877
281.8281029722389,-10.43991999404463
131.1066303783557,-49.6180365092655
198.75375410362759,-73.41525081487487
270.22061522570385,-29.241482824148978
280.062756072973,4.249861248888555
300.4456967804677,43.08821985982581
238.57723637965995,-57.318977745402975
326.53988553473454,51.342135498561895
270.22566092876355,-29.234589355545104
262.12934156611743,-25.542367531016506
116.5858111178201,-24.875874361393315
273.3837832999342,-33.78327160347901
297.28391308650754,27.6858349832078
296.9372708912247,1.8609902167477443
342.2005847465528,62.77499500159765
303.96884146634363,15.163172202407816
270.22164793909764,-29.232567120215897
275.48803025098977,-30.274762835732123
300.1041932720245,16.096047795054808
139.80694105421878,-45.699164731901725
276.89106524072076,-1.4276973469745102
270.2103099186851,-29.239223078840666
234.96732312349022,-44.90496624134836
320.49415566759706,39.91963017143077
254.67161933436245,-64.49574650610523
282.52460362850724,-15.955015719439617
108.8493452296818,-20.358194491311085
201.11879318886957,-68.97385161003713
322.603757826733,40.70417935945837
215.72472095556856,-38.21825972928205
281.115132250912,-24.877471710005054
277.60554937592457,-15.333997946941206
101.11866697829966,5.749774619979618
270.9165458940217,-38.60100021165425
141.90321077424338,-34.50594370285074
268.1132740631268,-16.883791009304545
273.7307896703045,-14.411763558953194
260.09326804567723,-50.00245429560006
259.3175675198728,-15.330600646084552
145.3053957186369,-51.559992926956106
273.73646466357764,-14.407771016372285
270.22334986052914,-17.51395053199219
275.4951091700453,-30.265134997519475
287.098513700562,15.160593982606294
258.267760662121,-23.252323069591554
286.0389871326323,13.62206229406065
123.27227900735731,-27.203906839974987
54.14948884706615,59.76838247814611
263.53343741082864,-38.21894881634408
162.067340677377,-62.61813977763651
317.7599576859723,49.7869869623849
286.0487198500265,13.623112650507364
320.4881095539774,39.92838149543261
309.9492752030832,29.050395370896215
280.0608858369388,4.253912787564069
156.67152845584957,-60.347574543429474
255.46048970938682,-35.60846176765543
151.80039605934812,-66.73127725213111
265.2915411595692,-37.08485775017943
129.9519805758597,-22.924845510913798
282.527362112611,-15.957507439141878
270.2235824153498,-29.23435264134868
114.82949202231227,-15.644108796913214
287.5316641484604,-44.913097117952525
269.5239893533644,-27.2036786638538
270.2130116637205,-29.239056265713273
280.0585957782482,4.248775353431366
270.2220589790489,-29.23599608540266
214.66342129643874,-38.599452967443185
270.21185662649714,-29.23643581611767
220.18764235558496,-53.87516550004545
262.136814916887,-25.544934461212037
129.65608364864033,-44.51468940594705
262.1330873138658,-25.535240462121543
292.7126883746853,7.850278682438057
114.8291127995064,-15.637248582693594
244.67333152283186,-66.73617733776129
138.3260116782493,-51.55006554776813
295.17439042125727,2.158686595059994
284.2778340635767,20.17651017250571
124.32225499613126,-41.32013672917117
258.26912279838734,-23.249340819040917
148.21450122783517,-64.11710935808955
292.7234511140162,33.591087155524164
260.727602696322,-39.74905806079707
175.81304051744476,-67.84557528136676
270.2290301737207,-29.237670815927565
87.06386735418081,28.36735069616001
238.58933846989592,-57.315163276410985
10.101762685855265,49.39501102014491
270.9304032242545,-38.598560609252736
237.67320136142962,-50.781600610433664
238.57824332307578,-57.31269190473595
258.26678956393584,-23.239129106344883
244.5228672055889,-50.7829600920381
122.55465949671849,-22.59927615050283
273.37517345856406,-33.78955828308266
280.76861161690744,24.69358063653916
232.52917338502075,-50.78600165545287
16.1542698796113,54.42446524138976
282.87709335989956,-4.1170692602066525
151.8240199618864,-66.733632988888
120.10657061008065,-25.543902722053915
287.448019067133,-25.538676198188924
102.16731570600976,6.044897133525958
260.7327757110654,-21.629126829902955
139.80456273636887,-45.68620998880432
278.2989055857098,13.006298529245171
16.174100237754352,54.425623319994614
170.59073123634522,-58.83335466777617
289.2001283669656,-1.1249280666152752
281.8209457263414,-10.439001500518836
145.30777963374635,-51.55850039339244
296.94361592253523,21.453674196334863
155.61100472977594,-54.63561761267016
142.60075664004705,-44.111665899764404
290.2572768992017,-5.610819439969296
289.5539027535071,-2.621554504145288
143.65152187844572,-34.87075516009915
244.50387833580314,-50.77754575766152
261.78143176944013,-15.028363191428758
269.5186362668937,-27.200101667906672
283.5754193282931,17.03098267608704
290.9586298334183,17.9673730496489
5.760093939273849,54.04475614544114
284.27956728479813,20.176028405369713
293.0678100776109,-5.616673819994556
290.95828172093843,17.96054869206036
262.12937103120805,-25.543078067738612
281.8215794911131,9.971757312210157
317.3224863601523,37.24779770917247
252.28819807886111,-29.580543592294557
256.9307975080162,-57.310773533077786
297.28733841276085,27.692697052026773
252.2881337872715,-29.573504741530364
143.65746591055802,-34.88468031368819
260.7268276970858,-21.63817795071497
273.73645229475835,0.06371476557313611
258.2761458314014,-40.14387533739492
270.2271995287337,-29.239980573726797
324.10485350233114,50.17676667843512
54.1447194754159,59.75557328892907
287.7947788399892,4.850261607659332
124.32081814592574,-20.35466325355591
98.65831836505107,11.478948317592456
116.59312777166909,-28.89299653275469
291.30799271294063,12.703538161318729
220.41938109833143,-74.15181456313684
252.64138071241567,-27.207397310416688
155.76869352855527,-51.55592469813068
143.73348930853285,-50.392677390810434
265.30100429720994,-14.40546502195013
142.0201809684548,-64.86745345057408
270.2218129076928,-29.23823356765647
72.2879692218257,14.85881117124944
259.8926305235124,-54.2567358795179
256.93504893136725,-57.30522187255372
286.39205092290246,4.852295544824989
228.83358690931618,-70.08209583134875
282.8758982471149,25.347974155946137
273.37913761035315,-33.79056227021909
7.738556300359619,58.99693374047821
100.06230163784225,5.445344338684354
231.67438328295034,-68.60405731401956
232.548490418038,-50.784773385116154
184.4673954485881,-49.22418288306728
271.31232206698917,-53.48464758498513
238.58626357731728,-40.14345931139905
275.5000079775258,-30.26892925137168
283.58419525181597,-16.891976158939034
181.92960460221457,-65.61426798158946
261.78677767949546,-15.024706208817651
270.21642514520545,-29.24481468356906
252.60521415636958,-65.6144947173775
311.7420437926794,52.104620363687395
248.4271811942292,-25.87722811365387
341.1439332735242,49.79162532100613
297.29816139499746,27.68798026536417
262.13177405417645,-16.584690680863634
305.06388088404,50.560631375073214
205.63025016421176,-67.48028746973586
119.75268320216337,-33.4245579821386
256.92936946601606,-57.31609440896914
244.67607889601229,-66.7350306858421
294.4803656777146,40.71082223163125
129.94588067220351,-22.924569000730227
291.30512676775106,12.70241913760299
141.76835878632312,-46.09338018961828
282.5303156631048,-15.958508301675081
124.32677480669078,-20.354959876785635
167.7540692637846,-68.97951491329643
157.88356081657298,-44.520219242059184
263.541071130611,-38.20740317217332
275.4864148651349,-30.266371654036405
17.083045793101142,62.40545063821505
253.7014316376868,-65.98587615065641
270.2293447885314,-17.51351344191091
270.2259515498474,-29.2409878505979
278.2983505313645,-34.514314925091135
259.8987664826929,-54.251955943065724
276.9014135966052,-1.420678501225816
270.2182488795727,-29.24137724007638
293.421867159591,20.806162244140427
136.35134676434728,-57.315239762385616
100.06620882307182,5.438582946052095
289.20355397550003,-1.128505851188388
162.0509419989341,-62.61329015926664
224.1481300944135,63.5331614945213
303.6192987545013,31.10935942147931
309.94584056035364,29.048192887051684
257.216343962152,2.1540901122012026
282.5202645748441,-15.957100174395753
268.09981123443083,-16.88982817474627
270.2189529196956,-29.231190756563212
275.487239802085,-30.271173843136225
278.308658566174,13.009162456776798
293.0637484524069,17.337297371120915
282.5339859262624,-15.95532034812445
262.13198955569266,-16.57172735920004
295.18060450942284,41.5017881812726
296.93544824186483,29.38185475506607
127.42509065609809,-49.22403727859282
260.3832538052559,-32.0104534797582
278.30287878925583,-34.503905855190204
282.5216551183335,-15.963329022658009
115.53813660852148,-6.517880906872074
268.11709373492704,-16.891699332394733
252.29427402808403,-29.582482636407438
288.1499174224648,14.236027839880638
270.2187769804207,-29.229046787388928
265.2930784622641,3.6475225790839567
328.425485368109,62.027124036698694
175.83617188279337,-67.85582407601794
322.6119669870984,40.7055377764106
6.621127883686827,53.65848866671181
295.5276437881484,6.643304515407034
303.3330082822526,43.09723767684228
303.6189814515364,31.121577351122895
170.585321727519,-58.828729741017675
333.29355694530864,49.0057871596049
163.5253697243879,-53.872152540937016
330.85132941339424,50.17666355048881
294.48255275891546,40.70558810611015
184.46392570918297,-49.23090088516532
156.31421262086647,-69.34942861613696
201.10912873748504,-68.97436755394914
185.0435631589548,-80.77696481473372
278.30802228556195,-34.50398436846556
270.2292441718641,-29.238310092871725
263.5467573657625,-38.215736791484616
303.33097107869946,43.09345811802929
111.30865938130188,5.442204506255059
296.9438606845414,29.389729480229843
297.28767229285944,27.685966122164377
244.5082282519245,-50.78209629034204
281.11191786763885,-24.883883154746183
270.21495609256095,-29.240576343225534
267.0563277049764,-23.56633962555783
320.49609115056444,39.927940778846526
356.3149770968386,66.89966859992175
275.14695395786174,18.28337380081938
163.5328336152268,-53.87095393839451
270.21674109626133,-29.240722516852955
260.380245331499,-32.010811281553245
54.141529921774215,59.75236953571789
284.2772877042819,20.17925331294588
260.1028520876554,-50.009152640317964
131.10710964863713,-49.611891957771206
270.2225283405376,-29.245826045461346
252.64705991084605,-29.93011284766602
292.716288873154,7.853598159758632
294.47571339417254,40.714116100662295
297.99301133788697,32.523053746366806
139.79905833860306,-45.701832971571
283.5815801105866,-16.886221166827617
170.60725168856303,-58.841483207594365
293.7767192140387,15.471933626629616
141.89000391275303,-40.535575632023225
271.30922412518487,-53.48511969353126
265.29485920201574,-14.416359961208686
289.55361788150606,-2.614974140555727
317.3295366176662,41.89863937985246
270.2118978996057,-29.235819934646823
205.6015071987543,-67.48799889066116
215.0340513383057,-38.982008331942154
278.3041838896565,13.010955827775422
294.48463673148,40.70673356313762
254.3992957433398,-37.452711365213574
258.2635093747202,-40.150298729927876
278.3046229397665,-33.08269792588432
283.5724713281157,-16.89299503490922
260.09410342508386,-50.00287750789987
260.371437595478,-32.006849639093915
327.35495953912886,56.72095037497409
254.38994763402474,-37.463448624486354
263.5342736440227,-38.220453275623214
296.9377229891327,29.380653084311465
257.22060919614574,-45.70511304109481
296.94043088945966,1.8602175777246808
287.45002269514873,-25.53746310416401
265.2149337442161,-56.550081790849354
263.54300084552807,-38.220459340521096
136.33729646705007,-57.31650914410256
270.9262971112271,-18.141513706958275
297.9969140233957,32.52514885945731
276.8986295676364,-38.97186284257767
156.3127599941078,-69.34753931793843
276.89327110630927,-38.98632575652148
124.32356728816104,-41.316549582009735
290.26073661542614,-5.617753109097248
252.28645895586638,-29.577996132466627
292.71815637276,33.59656227718714
167.7356636807544,-68.9697782071601
280.06496528635313,-20.03744716306261
265.2930308830925,-14.407931919408595
242.09012069163973,-26.531226065467614
254.9267305982428,-48.06071050971099
99.00596057484019,16.096280956557834
287.09099146301304,11.481316870854219
334.46525425779913,52.5004696047899
272.6830341294409,19.226847096104347
5.052956194932794,62.402547150267175
342.66153131884073,50.182163435970736
216.42282114605754,-34.51252902409194
72.98791827123655,38.37853137998941
202.15114626021773,-75.99683442741068
239.24811850358438,-57.697009056085236
234.92964578089675,-72.30427628289024
306.35851256044,44.28633985478933
306.35200897262416,44.28921327963362
133.10980503692585,-35.60289830270758
239.26504780842964,-57.697038317602605
327.91907839150053,58.24545944917567
127.13885025737432,-41.324947312552304
95.14575348499801,18.27559031213671
314.8673583165044,43.09452440566824
244.545801206851,-56.17821629645922
217.48432767259828,-34.14248250312976
14.812542443178149,73.94830076612818
236.81186287322794,-36.714800407368415
122.91292592303103,-30.969618992803444
142.6049448696291,-41.31595269196244
314.8595684341536,43.096712564532716
275.0165798379067,-53.869176758354094
172.56829551564962,-59.599378125578035
172.557427244968,-59.59580322796985
272.67977127817727,19.22735385269461
257.80270385886666,-71.56675515733622
346.89547409720245,47.454413820973805
252.288996386719,-28.217435943527885
322.0668376473166,65.03282230403316
306.3596237077016,44.291337973625126
71.28545483821249,60.517962460996436
23.330842857758125,59.763730295910236
23.33931184031681,59.76200956512991
220.44988027481395,-74.14437972780786
41.169790263480635,62.40998850823314
134.16139958383127,-35.24330245548996
313.462432765164,32.5200604614489
336.57541911607643,49.012771347318306
118.3475357524154,-23.90164567493887
137.52224295630083,-59.597973996782365
259.3211876539001,-21.63011540006063
59.6944277520166,56.34032788025392
197.10167707870525,-51.94601468700018
23.332688467923482,59.758443556407954
319.9870499001272,64.65435763239117
225.57260879551612,-41.32940765280918
151.40098514793618,-59.97473894558842
319.9907176756621,64.66473211958385
258.2753235076589,-20.671494323565202
109.55100209242534,-9.8273515911935
274.083195289664,-40.535039492538026
287.08905271786085,11.482277481513089
199.66326387808886,-50.01138609332214
174.17074785183596,-62.61257699620421
251.58692607433983,-18.45935312297775
295.53591863712074,39.54188957127384
200.87220120996435,-71.9382384069646
72.14601749736066,47.453254520584444
71.28751232377103,60.516015604785586
277.6090255176075,-20.352331873181072
259.3138534895094,-21.634563008737395
133.1117969174353,-35.608998946646345
42.433431338578636,61.65690424804489
257.20614029571277,-40.53900275748052
197.09472359941552,-51.950402656742
287.10044388961785,-32.00782608109675
151.41345015553054,-59.9728879180227
151.405891664672,-59.96752457371432
336.5682309456241,48.99825160701172
289.1978475392146,34.31095586177558
263.58639435677577,-59.973130755740065
287.09416677766274,11.490243829424877
314.87123327428503,43.10014596417878
173.59526172698023,-70.45782738655983
181.08112011914972,-45.69508018185136
213.61594746471292,-80.78176575300334
197.10120769579538,-51.95157460851854
127.13135837146064,-41.329190174713496
334.470709896326,52.501189488604005
274.0885124575467,-40.53748310195445
273.0325089087263,18.911603803410067
319.99235234541635,43.89143324779196
199.6646531275918,-50.00078030473387
319.99272066210625,43.883483204737914
163.01722163921985,-48.840860604878664
287.0953006933496,11.484089856052043
111.31848045836847,-23.897116906296592
192.23631585357472,-64.49239942177029
42.447919792554956,61.65301107782017
133.11095202777264,-35.60161874469533
137.52508156316372,-59.5896326869765
342.6578549616646,50.17675953837797
263.5459769373432,-6.8129844720315464
200.8939202564632,-71.93508152790778
242.10225016370953,-26.535921560135392
200.88956156604291,-71.93064790031546
61.66119020847963,49.01250461239942
233.0471906649712,-51.17406756323478
280.06331038017834,-20.03552964052145
276.94764521635204,-44.109458089833716
111.31193573642622,-23.905852191010734
348.53390363597487,53.27502282097968
212.2416092224123,-44.50014828332222
121.50199325300376,-11.656451239455784
151.42778484279523,-59.97177027583428
242.18311021190868,-60.36166131750665
257.20296612528745,-40.53435559587087
20.82260163763739,70.60698307506611
109.19549593097909,-31.311985507615947
204.5478267581994,-55.404577473523815
109.5612373214772,-9.826045462244714
73.33980364168923,38.00932509084463
204.53344275968473,-55.40738564005228
242.08966223555046,-26.542676245597963
275.0147529073576,-53.87630803758717
72.13915198044761,47.43623155700314
109.21444696988299,-7.115471151430191
250.2760413170714,-59.973964975912146
156.3151530779422,-47.671410642413505
63.04729888665492,57.10099103671732
